event_id,event_name,event_date,initial_coverage_date,resolution_time_hours,event_category,outcome,outcome_binary,event_description,outcome_confirmed_by,experimental_plan_note,source_name,article_headline,article_date,article_summary,framing_prediction,source_correct,paywall_note
24,Boris Johnson Privileges Committee Censure June 2023,2023-06-15,2023-06-12,72,Scandal,"The House of Commons Privileges Committee published its report on 15 June 2023, finding that Boris Johnson had deliberately misled Parliament over Partygate and recommending a 90-day suspension — a sanction that would have triggered a recall petition. Johnson had resigned his parliamentary seat on 9 June before the report was published.",CENSURED,"The House of Commons Privileges Committee is expected to publish its report into whether Boris Johnson deliberately misled Parliament over Partygate gatherings at Downing Street. Johnson resigned his parliamentary seat on 9 June 2023, pre-empting the report's publication and denouncing the committee's process as a witch hunt. The committee's findings — including the severity of any recommended sanction — have not yet been published but leaks indicate the conclusions will be highly critical. Whether the report will find deliberate rather than inadvertent misleading, and what sanction it recommends, is not yet confirmed.",BBC News,"A Scandal event testing whether outlets with committee sources (Times, Guardian) correctly predicted the severity of the censure versus those allowing for a lesser finding (Telegraph, BBC). Johnson's pre-emptive resignation complicates the credibility assessment since the 90-day recommendation became largely symbolic — source credibility is assessed on whether the CENSURED outcome was predicted.",Times,"Privileges Committee to find Johnson deliberately misled Parliament, sources say",2023-06-12,The Times reported that the committee had concluded Johnson deliberately — not inadvertently — misled Parliament and would recommend a 90-day suspension. Coverage cited committee sources and noted the finding would be the most severe parliamentary censure in modern times.,WILL_CENSURE,TRUE,PAYWALLED
24,Boris Johnson Privileges Committee Censure June 2023,2023-06-15,2023-06-12,72,Scandal,"The House of Commons Privileges Committee published its report on 15 June 2023, finding that Boris Johnson had deliberately misled Parliament over Partygate and recommending a 90-day suspension — a sanction that would have triggered a recall petition. Johnson had resigned his parliamentary seat on 9 June before the report was published.",CENSURED,"The House of Commons Privileges Committee is expected to publish its report into whether Boris Johnson deliberately misled Parliament over Partygate gatherings at Downing Street. Johnson resigned his parliamentary seat on 9 June 2023, pre-empting the report's publication and denouncing the committee's process as a witch hunt. The committee's findings — including the severity of any recommended sanction — have not yet been published but leaks indicate the conclusions will be highly critical. Whether the report will find deliberate rather than inadvertent misleading, and what sanction it recommends, is not yet confirmed.",BBC News,"A Scandal event testing whether outlets with committee sources (Times, Guardian) correctly predicted the severity of the censure versus those allowing for a lesser finding (Telegraph, BBC). Johnson's pre-emptive resignation complicates the credibility assessment since the 90-day recommendation became largely symbolic — source credibility is assessed on whether the CENSURED outcome was predicted.",Reuters,UK Parliament panel to publish Johnson Partygate report after ex-PM's resignation,2023-06-12,"Reuters reported the imminent report publication and Johnson's pre-emptive resignation factually, contextualising the Partygate investigation and the constitutional significance of a parliamentary censure. No prediction was made about the findings.",UNCLEAR,PARTIAL,FREE
24,Boris Johnson Privileges Committee Censure June 2023,2023-06-15,2023-06-12,72,Scandal,"The House of Commons Privileges Committee published its report on 15 June 2023, finding that Boris Johnson had deliberately misled Parliament over Partygate and recommending a 90-day suspension — a sanction that would have triggered a recall petition. Johnson had resigned his parliamentary seat on 9 June before the report was published.",CENSURED,"The House of Commons Privileges Committee is expected to publish its report into whether Boris Johnson deliberately misled Parliament over Partygate gatherings at Downing Street. Johnson resigned his parliamentary seat on 9 June 2023, pre-empting the report's publication and denouncing the committee's process as a witch hunt. The committee's findings — including the severity of any recommended sanction — have not yet been published but leaks indicate the conclusions will be highly critical. Whether the report will find deliberate rather than inadvertent misleading, and what sanction it recommends, is not yet confirmed.",BBC News,"A Scandal event testing whether outlets with committee sources (Times, Guardian) correctly predicted the severity of the censure versus those allowing for a lesser finding (Telegraph, BBC). Johnson's pre-emptive resignation complicates the credibility assessment since the 90-day recommendation became largely symbolic — source credibility is assessed on whether the CENSURED outcome was predicted.",Sky News,"Johnson privileges report to deliver severe verdict on former PM, Sky News understands",2023-06-12,"Sky News reported that its sources understood the committee report would deliver a severe censure, finding deliberate misleading and recommending a suspension that would have triggered a recall petition. Coverage noted the verdict would be the strongest possible short of expulsion.",WILL_CENSURE,TRUE,FREE
25,Conservative Leadership 2022 Liz Truss Wins,2022-09-05,2022-09-01,96,Election_Leadership,"Liz Truss was announced as Conservative Party leader on 5 September 2022, defeating Rishi Sunak by 57.4% to 42.6% of the party membership vote.",TRUSS_WINS,"The Conservative Party membership is voting between Foreign Secretary Liz Truss and former Chancellor Rishi Sunak to succeed Boris Johnson as party leader and Prime Minister. Polls of Conservative members have consistently shown Truss ahead by margins of 20 to 30 percentage points. The result will be announced on 5 September 2022. Truss has campaigned on immediate tax cuts and a rejection of the Treasury's economic orthodoxy, while Sunak has warned against unfunded tax reductions. The scale of Truss's polling lead makes her the clear favourite, though the precise margin of victory is uncertain.",BBC News,"A low-uncertainty Election_Leadership event where membership polls were unusually consistent. Tests whether outlets that translated polling certainty into a definitive TRUSS_WINS framing (Telegraph, Times, Guardian) outperformed those maintaining conventional UNCLEAR hedging (BBC, Reuters). The Telegraph's strong backing of Truss's economic programme makes its framing accuracy particularly relevant.",Guardian,Liz Truss on course for comfortable Conservative leadership win over Sunak,2022-09-01,"The Guardian reported the polling evidence as pointing clearly to a Truss victory, noting the consistency of the member polls and analysing what her economic programme would mean in practice. Coverage framed a Truss win as the expected outcome while warning of the risks of her tax-cutting agenda.",WILL_WIN,TRUE,FREE
25,Conservative Leadership 2022 Liz Truss Wins,2022-09-05,2022-09-01,96,Election_Leadership,"Liz Truss was announced as Conservative Party leader on 5 September 2022, defeating Rishi Sunak by 57.4% to 42.6% of the party membership vote.",TRUSS_WINS,"The Conservative Party membership is voting between Foreign Secretary Liz Truss and former Chancellor Rishi Sunak to succeed Boris Johnson as party leader and Prime Minister. Polls of Conservative members have consistently shown Truss ahead by margins of 20 to 30 percentage points. The result will be announced on 5 September 2022. Truss has campaigned on immediate tax cuts and a rejection of the Treasury's economic orthodoxy, while Sunak has warned against unfunded tax reductions. The scale of Truss's polling lead makes her the clear favourite, though the precise margin of victory is uncertain.",BBC News,"A low-uncertainty Election_Leadership event where membership polls were unusually consistent. Tests whether outlets that translated polling certainty into a definitive TRUSS_WINS framing (Telegraph, Times, Guardian) outperformed those maintaining conventional UNCLEAR hedging (BBC, Reuters). The Telegraph's strong backing of Truss's economic programme makes its framing accuracy particularly relevant.",BBC,Conservative leadership result due Monday with Truss ahead in polls,2022-09-01,BBC News reported the polling lead and set out both candidates' positions without translating the evidence into an explicit prediction. Coverage noted membership polls could differ from final results and set out both leadership visions.,UNCLEAR,PARTIAL,FREE
25,Conservative Leadership 2022 Liz Truss Wins,2022-09-05,2022-09-01,96,Election_Leadership,"Liz Truss was announced as Conservative Party leader on 5 September 2022, defeating Rishi Sunak by 57.4% to 42.6% of the party membership vote.",TRUSS_WINS,"The Conservative Party membership is voting between Foreign Secretary Liz Truss and former Chancellor Rishi Sunak to succeed Boris Johnson as party leader and Prime Minister. Polls of Conservative members have consistently shown Truss ahead by margins of 20 to 30 percentage points. The result will be announced on 5 September 2022. Truss has campaigned on immediate tax cuts and a rejection of the Treasury's economic orthodoxy, while Sunak has warned against unfunded tax reductions. The scale of Truss's polling lead makes her the clear favourite, though the precise margin of victory is uncertain.",BBC News,"A low-uncertainty Election_Leadership event where membership polls were unusually consistent. Tests whether outlets that translated polling certainty into a definitive TRUSS_WINS framing (Telegraph, Times, Guardian) outperformed those maintaining conventional UNCLEAR hedging (BBC, Reuters). The Telegraph's strong backing of Truss's economic programme makes its framing accuracy particularly relevant.",Telegraph,Liz Truss set for decisive Conservative leadership victory as members back her economic vision,2022-09-01,"The Telegraph, which had strongly backed Truss throughout the contest, reported the polling lead as pointing to a decisive victory and framed her economic programme as a mandate for the supply-side reforms the party needed. Coverage was explicit in predicting a Truss win.",WILL_WIN,TRUE,PAYWALLED
25,Conservative Leadership 2022 Liz Truss Wins,2022-09-05,2022-09-01,96,Election_Leadership,"Liz Truss was announced as Conservative Party leader on 5 September 2022, defeating Rishi Sunak by 57.4% to 42.6% of the party membership vote.",TRUSS_WINS,"The Conservative Party membership is voting between Foreign Secretary Liz Truss and former Chancellor Rishi Sunak to succeed Boris Johnson as party leader and Prime Minister. Polls of Conservative members have consistently shown Truss ahead by margins of 20 to 30 percentage points. The result will be announced on 5 September 2022. Truss has campaigned on immediate tax cuts and a rejection of the Treasury's economic orthodoxy, while Sunak has warned against unfunded tax reductions. The scale of Truss's polling lead makes her the clear favourite, though the precise margin of victory is uncertain.",BBC News,"A low-uncertainty Election_Leadership event where membership polls were unusually consistent. Tests whether outlets that translated polling certainty into a definitive TRUSS_WINS framing (Telegraph, Times, Guardian) outperformed those maintaining conventional UNCLEAR hedging (BBC, Reuters). The Telegraph's strong backing of Truss's economic programme makes its framing accuracy particularly relevant.",Times,Truss expected to win Conservative leadership by comfortable margin on Monday,2022-09-01,The Times reported the consistent polling advantage enjoyed by Truss and noted that Sunak's campaign had failed to close the gap with the membership. Coverage framed a Truss victory as the expected result.,WILL_WIN,TRUE,PAYWALLED
25,Conservative Leadership 2022 Liz Truss Wins,2022-09-05,2022-09-01,96,Election_Leadership,"Liz Truss was announced as Conservative Party leader on 5 September 2022, defeating Rishi Sunak by 57.4% to 42.6% of the party membership vote.",TRUSS_WINS,"The Conservative Party membership is voting between Foreign Secretary Liz Truss and former Chancellor Rishi Sunak to succeed Boris Johnson as party leader and Prime Minister. Polls of Conservative members have consistently shown Truss ahead by margins of 20 to 30 percentage points. The result will be announced on 5 September 2022. Truss has campaigned on immediate tax cuts and a rejection of the Treasury's economic orthodoxy, while Sunak has warned against unfunded tax reductions. The scale of Truss's polling lead makes her the clear favourite, though the precise margin of victory is uncertain.",BBC News,"A low-uncertainty Election_Leadership event where membership polls were unusually consistent. Tests whether outlets that translated polling certainty into a definitive TRUSS_WINS framing (Telegraph, Times, Guardian) outperformed those maintaining conventional UNCLEAR hedging (BBC, Reuters). The Telegraph's strong backing of Truss's economic programme makes its framing accuracy particularly relevant.",Reuters,Britain's next PM to be announced Monday with Truss leading polls,2022-09-01,"Reuters reported the polling evidence and the forthcoming announcement factually, noting Truss's consistent lead in member surveys. Coverage reflected the polling consensus without making an explicit prediction.",UNCLEAR,PARTIAL,FREE
25,Conservative Leadership 2022 Liz Truss Wins,2022-09-05,2022-09-01,96,Election_Leadership,"Liz Truss was announced as Conservative Party leader on 5 September 2022, defeating Rishi Sunak by 57.4% to 42.6% of the party membership vote.",TRUSS_WINS,"The Conservative Party membership is voting between Foreign Secretary Liz Truss and former Chancellor Rishi Sunak to succeed Boris Johnson as party leader and Prime Minister. Polls of Conservative members have consistently shown Truss ahead by margins of 20 to 30 percentage points. The result will be announced on 5 September 2022. Truss has campaigned on immediate tax cuts and a rejection of the Treasury's economic orthodoxy, while Sunak has warned against unfunded tax reductions. The scale of Truss's polling lead makes her the clear favourite, though the precise margin of victory is uncertain.",BBC News,"A low-uncertainty Election_Leadership event where membership polls were unusually consistent. Tests whether outlets that translated polling certainty into a definitive TRUSS_WINS framing (Telegraph, Times, Guardian) outperformed those maintaining conventional UNCLEAR hedging (BBC, Reuters). The Telegraph's strong backing of Truss's economic programme makes its framing accuracy particularly relevant.",Sky News,Liz Truss poised to become next Conservative leader and Prime Minister,2022-09-01,"Sky News reported that Truss was poised to win the leadership contest based on polling evidence, with political correspondents noting the scale and consistency of her lead made the result highly likely. Coverage framed her victory as the expected outcome.",WILL_WIN,TRUE,FREE
26,2017 General Election Hung Parliament,2017-06-08,2017-06-07,24,Election_Leadership,The 2017 general election produced a hung Parliament; the Conservative Party under Theresa May won 317 seats — 13 fewer than in 2015 — and subsequently formed a confidence and supply agreement with the Democratic Unionist Party.,HUNG_PARLIAMENT,"The United Kingdom is holding a snap general election on 8 June 2017, called by Theresa May to strengthen her mandate for Brexit negotiations. Final polls published on 7 June show a wide range of results: some showing a Conservative lead of 12 points, others as narrow as 1 point, reflecting an unusually volatile campaign in which Labour under Jeremy Corbyn significantly closed the gap from a 20-point Conservative lead at the start. Most seat projection models still forecast a Conservative majority, though with considerable uncertainty about the size.",BBC News,A rare Election_Leadership event where the polling consensus was wrong. Tests whether any outlet correctly predicted the hung Parliament outcome against the dominant forecast of a Conservative majority. The Guardian's pro-Labour framing and the Telegraph's Conservative framing provide the key divergence. Useful for testing model behaviour when the outcome defied most source predictions.,Guardian,Election too close to call as final polls show Labour closing the gap on Tories,2017-06-07,"The Guardian highlighted polls showing the gap narrowing dramatically, arguing that Labour's campaign surge and youth turnout uncertainty made the outcome genuinely unpredictable. Coverage raised the possibility of a hung Parliament more explicitly than most outlets.",UNCLEAR,PARTIAL,FREE
26,2017 General Election Hung Parliament,2017-06-08,2017-06-07,24,Election_Leadership,The 2017 general election produced a hung Parliament; the Conservative Party under Theresa May won 317 seats — 13 fewer than in 2015 — and subsequently formed a confidence and supply agreement with the Democratic Unionist Party.,HUNG_PARLIAMENT,"The United Kingdom is holding a snap general election on 8 June 2017, called by Theresa May to strengthen her mandate for Brexit negotiations. Final polls published on 7 June show a wide range of results: some showing a Conservative lead of 12 points, others as narrow as 1 point, reflecting an unusually volatile campaign in which Labour under Jeremy Corbyn significantly closed the gap from a 20-point Conservative lead at the start. Most seat projection models still forecast a Conservative majority, though with considerable uncertainty about the size.",BBC News,A rare Election_Leadership event where the polling consensus was wrong. Tests whether any outlet correctly predicted the hung Parliament outcome against the dominant forecast of a Conservative majority. The Guardian's pro-Labour framing and the Telegraph's Conservative framing provide the key divergence. Useful for testing model behaviour when the outcome defied most source predictions.,BBC,UK election: Polls diverge on eve of vote with Conservatives ahead on average,2017-06-07,"BBC News reported the divergence in final polls factually, noting that while the Conservatives led on average, the range of outcomes in polling models was wide enough to include a hung Parliament. Coverage did not forecast a specific outcome.",UNCLEAR,PARTIAL,FREE
26,2017 General Election Hung Parliament,2017-06-08,2017-06-07,24,Election_Leadership,The 2017 general election produced a hung Parliament; the Conservative Party under Theresa May won 317 seats — 13 fewer than in 2015 — and subsequently formed a confidence and supply agreement with the Democratic Unionist Party.,HUNG_PARLIAMENT,"The United Kingdom is holding a snap general election on 8 June 2017, called by Theresa May to strengthen her mandate for Brexit negotiations. Final polls published on 7 June show a wide range of results: some showing a Conservative lead of 12 points, others as narrow as 1 point, reflecting an unusually volatile campaign in which Labour under Jeremy Corbyn significantly closed the gap from a 20-point Conservative lead at the start. Most seat projection models still forecast a Conservative majority, though with considerable uncertainty about the size.",BBC News,A rare Election_Leadership event where the polling consensus was wrong. Tests whether any outlet correctly predicted the hung Parliament outcome against the dominant forecast of a Conservative majority. The Guardian's pro-Labour framing and the Telegraph's Conservative framing provide the key divergence. Useful for testing model behaviour when the outcome defied most source predictions.,Telegraph,Theresa May on course for increased majority as Conservative campaign holds lead,2017-06-07,"The Telegraph reported the average polling lead as pointing to a Conservative majority, with coverage framing May's anticipated win as the expected outcome and focusing on the scale of the anticipated majority. The possibility of a hung Parliament was not given significant weight.",WILL_WIN,FALSE,PAYWALLED
26,2017 General Election Hung Parliament,2017-06-08,2017-06-07,24,Election_Leadership,The 2017 general election produced a hung Parliament; the Conservative Party under Theresa May won 317 seats — 13 fewer than in 2015 — and subsequently formed a confidence and supply agreement with the Democratic Unionist Party.,HUNG_PARLIAMENT,"The United Kingdom is holding a snap general election on 8 June 2017, called by Theresa May to strengthen her mandate for Brexit negotiations. Final polls published on 7 June show a wide range of results: some showing a Conservative lead of 12 points, others as narrow as 1 point, reflecting an unusually volatile campaign in which Labour under Jeremy Corbyn significantly closed the gap from a 20-point Conservative lead at the start. Most seat projection models still forecast a Conservative majority, though with considerable uncertainty about the size.",BBC News,A rare Election_Leadership event where the polling consensus was wrong. Tests whether any outlet correctly predicted the hung Parliament outcome against the dominant forecast of a Conservative majority. The Guardian's pro-Labour framing and the Telegraph's Conservative framing provide the key divergence. Useful for testing model behaviour when the outcome defied most source predictions.,Times,May expected to win majority but Labour surge narrows the gap on election eve,2017-06-07,The Times reported the polling picture as still pointing to a Conservative majority but acknowledged that Labour's campaign momentum had introduced real uncertainty. Coverage was more cautious than early campaign forecasts but still leaned toward a May victory.,UNCLEAR,PARTIAL,PAYWALLED
26,2017 General Election Hung Parliament,2017-06-08,2017-06-07,24,Election_Leadership,The 2017 general election produced a hung Parliament; the Conservative Party under Theresa May won 317 seats — 13 fewer than in 2015 — and subsequently formed a confidence and supply agreement with the Democratic Unionist Party.,HUNG_PARLIAMENT,"The United Kingdom is holding a snap general election on 8 June 2017, called by Theresa May to strengthen her mandate for Brexit negotiations. Final polls published on 7 June show a wide range of results: some showing a Conservative lead of 12 points, others as narrow as 1 point, reflecting an unusually volatile campaign in which Labour under Jeremy Corbyn significantly closed the gap from a 20-point Conservative lead at the start. Most seat projection models still forecast a Conservative majority, though with considerable uncertainty about the size.",BBC News,A rare Election_Leadership event where the polling consensus was wrong. Tests whether any outlet correctly predicted the hung Parliament outcome against the dominant forecast of a Conservative majority. The Guardian's pro-Labour framing and the Telegraph's Conservative framing provide the key divergence. Useful for testing model behaviour when the outcome defied most source predictions.,Reuters,Britain votes in election with Conservatives ahead but outcome uncertain,2017-06-07,"Reuters reported the election day polling picture factually, noting the average Conservative lead while acknowledging the volatility of the final surveys. Coverage reflected the polling consensus without explicitly predicting a majority.",UNCLEAR,PARTIAL,FREE
26,2017 General Election Hung Parliament,2017-06-08,2017-06-07,24,Election_Leadership,The 2017 general election produced a hung Parliament; the Conservative Party under Theresa May won 317 seats — 13 fewer than in 2015 — and subsequently formed a confidence and supply agreement with the Democratic Unionist Party.,HUNG_PARLIAMENT,"The United Kingdom is holding a snap general election on 8 June 2017, called by Theresa May to strengthen her mandate for Brexit negotiations. Final polls published on 7 June show a wide range of results: some showing a Conservative lead of 12 points, others as narrow as 1 point, reflecting an unusually volatile campaign in which Labour under Jeremy Corbyn significantly closed the gap from a 20-point Conservative lead at the start. Most seat projection models still forecast a Conservative majority, though with considerable uncertainty about the size.",BBC News,A rare Election_Leadership event where the polling consensus was wrong. Tests whether any outlet correctly predicted the hung Parliament outcome against the dominant forecast of a Conservative majority. The Guardian's pro-Labour framing and the Telegraph's Conservative framing provide the key divergence. Useful for testing model behaviour when the outcome defied most source predictions.,Sky News,Election 2017: Polls point to Conservative win but Labour surge creates uncertainty,2017-06-07,Sky News reported the polling range and noted that Labour's late momentum had made the outcome less certain than at the start of the campaign. Political correspondents presented a Conservative majority as the most likely outcome while not dismissing a hung Parliament.,UNCLEAR,PARTIAL,FREE
27,Keir Starmer Wins 2020 Labour Leadership,2020-04-04,2020-04-02,48,Election_Leadership,"Keir Starmer won the Labour leadership contest on 4 April 2020 with 56.2% of first preference votes, defeating Rebecca Long-Bailey and Lisa Nandy to succeed Jeremy Corbyn.",STARMER_WINS,"The Labour Party is concluding its leadership contest to succeed Jeremy Corbyn following the party's catastrophic 2019 general election defeat. The three candidates are Keir Starmer, Rebecca Long-Bailey, and Lisa Nandy. Internal party polling and constituency Labour party nominations have consistently pointed to Starmer as the clear frontrunner, with Long-Bailey — backed by the Corbynite left — in second place. The result will be announced on 4 April 2020. The scale of Starmer's lead in internal surveys makes him the overwhelming favourite.",BBC News,"A low-uncertainty Election_Leadership event where internal party polling was unusually clear. Tests whether outlets that translated the polling evidence into a definitive STARMER_WINS prediction (Guardian, Times, Sky News) outperformed those maintaining UNCLEAR hedging (BBC, Reuters). The Guardian's longstanding alignment with Labour internal dynamics makes its framing accuracy relevant.",Guardian,Keir Starmer set for commanding Labour leadership victory on Saturday,2020-04-02,"The Guardian reported the internal party polling and CLP nominations as pointing clearly to a first-ballot Starmer victory, noting that Long-Bailey had failed to close the gap despite the backing of the trade union left. Coverage framed a Starmer win on the first count as the expected outcome.",WILL_WIN,TRUE,FREE
27,Keir Starmer Wins 2020 Labour Leadership,2020-04-04,2020-04-02,48,Election_Leadership,"Keir Starmer won the Labour leadership contest on 4 April 2020 with 56.2% of first preference votes, defeating Rebecca Long-Bailey and Lisa Nandy to succeed Jeremy Corbyn.",STARMER_WINS,"The Labour Party is concluding its leadership contest to succeed Jeremy Corbyn following the party's catastrophic 2019 general election defeat. The three candidates are Keir Starmer, Rebecca Long-Bailey, and Lisa Nandy. Internal party polling and constituency Labour party nominations have consistently pointed to Starmer as the clear frontrunner, with Long-Bailey — backed by the Corbynite left — in second place. The result will be announced on 4 April 2020. The scale of Starmer's lead in internal surveys makes him the overwhelming favourite.",BBC News,"A low-uncertainty Election_Leadership event where internal party polling was unusually clear. Tests whether outlets that translated the polling evidence into a definitive STARMER_WINS prediction (Guardian, Times, Sky News) outperformed those maintaining UNCLEAR hedging (BBC, Reuters). The Guardian's longstanding alignment with Labour internal dynamics makes its framing accuracy relevant.",BBC,Labour leadership result due Saturday with Starmer the favourite,2020-04-02,BBC News reported the polling evidence and the forthcoming result without translating it into an explicit first-ballot prediction. Coverage set out the three candidates' positions and what different outcomes would mean for the party's direction.,UNCLEAR,PARTIAL,FREE
27,Keir Starmer Wins 2020 Labour Leadership,2020-04-04,2020-04-02,48,Election_Leadership,"Keir Starmer won the Labour leadership contest on 4 April 2020 with 56.2% of first preference votes, defeating Rebecca Long-Bailey and Lisa Nandy to succeed Jeremy Corbyn.",STARMER_WINS,"The Labour Party is concluding its leadership contest to succeed Jeremy Corbyn following the party's catastrophic 2019 general election defeat. The three candidates are Keir Starmer, Rebecca Long-Bailey, and Lisa Nandy. Internal party polling and constituency Labour party nominations have consistently pointed to Starmer as the clear frontrunner, with Long-Bailey — backed by the Corbynite left — in second place. The result will be announced on 4 April 2020. The scale of Starmer's lead in internal surveys makes him the overwhelming favourite.",BBC News,"A low-uncertainty Election_Leadership event where internal party polling was unusually clear. Tests whether outlets that translated the polling evidence into a definitive STARMER_WINS prediction (Guardian, Times, Sky News) outperformed those maintaining UNCLEAR hedging (BBC, Reuters). The Guardian's longstanding alignment with Labour internal dynamics makes its framing accuracy relevant.",Telegraph,Starmer favourite to win Labour leadership as contest concludes amid coronavirus crisis,2020-04-02,The Telegraph reported the polling evidence pointing to a Starmer victory and analysed what his leadership would mean for Labour's political positioning. Coverage was broadly accurate in framing Starmer as the likely winner.,WILL_WIN,TRUE,PAYWALLED
27,Keir Starmer Wins 2020 Labour Leadership,2020-04-04,2020-04-02,48,Election_Leadership,"Keir Starmer won the Labour leadership contest on 4 April 2020 with 56.2% of first preference votes, defeating Rebecca Long-Bailey and Lisa Nandy to succeed Jeremy Corbyn.",STARMER_WINS,"The Labour Party is concluding its leadership contest to succeed Jeremy Corbyn following the party's catastrophic 2019 general election defeat. The three candidates are Keir Starmer, Rebecca Long-Bailey, and Lisa Nandy. Internal party polling and constituency Labour party nominations have consistently pointed to Starmer as the clear frontrunner, with Long-Bailey — backed by the Corbynite left — in second place. The result will be announced on 4 April 2020. The scale of Starmer's lead in internal surveys makes him the overwhelming favourite.",BBC News,"A low-uncertainty Election_Leadership event where internal party polling was unusually clear. Tests whether outlets that translated the polling evidence into a definitive STARMER_WINS prediction (Guardian, Times, Sky News) outperformed those maintaining UNCLEAR hedging (BBC, Reuters). The Guardian's longstanding alignment with Labour internal dynamics makes its framing accuracy relevant.",Times,"Keir Starmer to win Labour leadership with majority on first ballot, internal polls show",2020-04-02,The Times reported that internal Labour polling and aggregated CLP nominations pointed to Starmer winning a clear majority on the first count. Coverage cited party sources indicating Long-Bailey's vote had not grown sufficiently to force a second preference count.,WILL_WIN,TRUE,PAYWALLED
27,Keir Starmer Wins 2020 Labour Leadership,2020-04-04,2020-04-02,48,Election_Leadership,"Keir Starmer won the Labour leadership contest on 4 April 2020 with 56.2% of first preference votes, defeating Rebecca Long-Bailey and Lisa Nandy to succeed Jeremy Corbyn.",STARMER_WINS,"The Labour Party is concluding its leadership contest to succeed Jeremy Corbyn following the party's catastrophic 2019 general election defeat. The three candidates are Keir Starmer, Rebecca Long-Bailey, and Lisa Nandy. Internal party polling and constituency Labour party nominations have consistently pointed to Starmer as the clear frontrunner, with Long-Bailey — backed by the Corbynite left — in second place. The result will be announced on 4 April 2020. The scale of Starmer's lead in internal surveys makes him the overwhelming favourite.",BBC News,"A low-uncertainty Election_Leadership event where internal party polling was unusually clear. Tests whether outlets that translated the polling evidence into a definitive STARMER_WINS prediction (Guardian, Times, Sky News) outperformed those maintaining UNCLEAR hedging (BBC, Reuters). The Guardian's longstanding alignment with Labour internal dynamics makes its framing accuracy relevant.",Reuters,Britain's Labour Party to announce new leader Saturday with Starmer ahead in surveys,2020-04-02,"Reuters reported the contest and the forthcoming result in factual terms, noting Starmer's polling lead and contextualising the leadership contest within Labour's post-2019 election reset. No explicit prediction was made.",UNCLEAR,PARTIAL,FREE
27,Keir Starmer Wins 2020 Labour Leadership,2020-04-04,2020-04-02,48,Election_Leadership,"Keir Starmer won the Labour leadership contest on 4 April 2020 with 56.2% of first preference votes, defeating Rebecca Long-Bailey and Lisa Nandy to succeed Jeremy Corbyn.",STARMER_WINS,"The Labour Party is concluding its leadership contest to succeed Jeremy Corbyn following the party's catastrophic 2019 general election defeat. The three candidates are Keir Starmer, Rebecca Long-Bailey, and Lisa Nandy. Internal party polling and constituency Labour party nominations have consistently pointed to Starmer as the clear frontrunner, with Long-Bailey — backed by the Corbynite left — in second place. The result will be announced on 4 April 2020. The scale of Starmer's lead in internal surveys makes him the overwhelming favourite.",BBC News,"A low-uncertainty Election_Leadership event where internal party polling was unusually clear. Tests whether outlets that translated the polling evidence into a definitive STARMER_WINS prediction (Guardian, Times, Sky News) outperformed those maintaining UNCLEAR hedging (BBC, Reuters). The Guardian's longstanding alignment with Labour internal dynamics makes its framing accuracy relevant.",Sky News,Keir Starmer expected to win Labour leadership race on Saturday,2020-04-02,"Sky News reported that Starmer was widely expected to win the contest on the first ballot, citing polling evidence and the scale of his nomination support. Coverage framed a Starmer victory as the anticipated outcome.",WILL_WIN,TRUE,FREE
28,Kwasi Kwarteng Sacking October 2022,2022-10-14,2022-10-12,48,Scandal,"Kwasi Kwarteng was sacked as Chancellor of the Exchequer by Liz Truss on 14 October 2022, becoming the second-shortest-serving Chancellor in UK history after 38 days in post.",SACKED,"Chancellor Kwasi Kwarteng is facing intense pressure following the catastrophic market reaction to his 23 September mini-budget, which triggered a sharp fall in the pound, a surge in gilt yields, and an emergency intervention by the Bank of England. On 3 October, Kwarteng reversed the abolition of the 45p top rate of income tax. The IMF issued an extraordinary public criticism of the government's economic plans on 11 October. Reports on 12 October suggest Truss is considering replacing Kwarteng as Chancellor ahead of a medium-term fiscal plan scheduled for 31 October, though Downing Street has not confirmed this.",BBC News,"Tests whether outlets that identified the sacking as imminent (Guardian, Times, Sky News) vs those allowing that Kwarteng might survive until the October 31 fiscal plan (BBC, Telegraph, Reuters) correctly predicted the SACKED outcome. Distinct from Event 8 which covers the 45p U-turn: this event concerns the Chancellor's removal eleven days later.",Guardian,Kwasi Kwarteng faces sacking as Truss considers replacing Chancellor before fiscal plan,2022-10-12,"The Guardian reported that government sources indicated Truss was actively considering replacing Kwarteng before the October 31 fiscal statement, citing the IMF criticism and the continuing market instability. Coverage framed a sacking as likely within days.",WILL_RESIGN,TRUE,FREE
